time,co2,site,lat,lon
2020-02-01,412.19,BKT5007,-0.2019443959,100.3180541992
2020-03-01,408.02,BKT5007,-0.2019443959,100.3180541992
2020-04-01,407.52,BKT5007,-0.2019443959,100.3180541992
2020-05-01,409.41,BKT5007,-0.2019443959,100.3180541992
2020-06-01,407.97,BKT5007,-0.2019443959,100.3180541992
2020-07-01,406.09,BKT5007,-0.2019443959,100.3180541992
2020-08-01,405.0,BKT5007,-0.2019443959,100.3180541992
2020-09-01,405.84,BKT5007,-0.2019443959,100.3180541992
2020-10-01,406.3,BKT5007,-0.2019443959,100.3180541992
2020-11-01,406.14,BKT5007,-0.2019443959,100.3180541992
2020-12-01,409.91,BKT5007,-0.2019443959,100.3180541992
2021-01-01,411.57,BKT5007,-0.2019443959,100.3180541992
2021-02-01,413.08,BKT5007,-0.2019443959,100.3180541992
2021-03-01,413.5,BKT5007,-0.2019443959,100.3180541992
2021-04-01,410.32,BKT5007,-0.2019443959,100.3180541992
2021-05-01,408.18,BKT5007,-0.2019443959,100.3180541992
2021-06-01,407.38,BKT5007,-0.2019443959,100.3180541992
2021-07-01,408.72,BKT5007,-0.2019443959,100.3180541992
2021-08-01,407.62,BKT5007,-0.2019443959,100.3180541992
2021-09-01,406.32,BKT5007,-0.2019443959,100.3180541992
2021-10-01,408.48,BKT5007,-0.2019443959,100.3180541992
2021-11-01,410.24,BKT5007,-0.2019443959,100.3180541992
2021-12-01,413.6,BKT5007,-0.2019443959,100.3180541992
2022-01-01,414.0,BKT5007,-0.2019443959,100.3180541992
2022-02-01,411.33,BKT5007,-0.2019443959,100.3180541992
2022-03-01,411.83,BKT5007,-0.2019443959,100.3180541992
2022-04-01,414.84,BKT5007,-0.2019443959,100.3180541992
2022-05-01,414.15,BKT5007,-0.2019443959,100.3180541992
2022-06-01,411.5,BKT5007,-0.2019443959,100.3180541992
2022-07-01,410.32,BKT5007,-0.2019443959,100.3180541992
2022-08-01,408.54,BKT5007,-0.2019443959,100.3180541992
2022-09-01,410.0,BKT5007,-0.2019443959,100.3180541992
2022-10-01,410.51,BKT5007,-0.2019443959,100.3180541992
2022-11-01,410.22,BKT5007,-0.2019443959,100.3180541992
2022-12-01,413.3,BKT5007,-0.2019443959,100.3180541992
2023-01-01,414.17,BKT5007,-0.2019443959,100.3180541992
2023-02-01,418.22,BKT5007,-0.2019443959,100.3180541992
2023-03-01,422.46,BKT5007,-0.2019443959,100.3180541992
2023-04-01,420.22,BKT5007,-0.2019443959,100.3180541992
2023-05-01,417.45,BKT5007,-0.2019443959,100.3180541992
2023-06-01,414.91,BKT5007,-0.2019443959,100.3180541992
2023-07-01,413.18,BKT5007,-0.2019443959,100.3180541992
2023-08-01,412.44,BKT5007,-0.2019443959,100.3180541992
2023-09-01,413.39,BKT5007,-0.2019443959,100.3180541992
2023-10-01,417.94,BKT5007,-0.2019443959,100.3180541992
2023-11-01,418.23,BKT5007,-0.2019443959,100.3180541992
2023-12-01,415.68,BKT5007,-0.2019443959,100.3180541992
2024-01-01,419.75,BKT5007,-0.2019443959,100.3180541992
2024-02-01,422.15,BKT5007,-0.2019443959,100.3180541992
2024-03-01,420.74,BKT5007,-0.2019443959,100.3180541992
2024-04-01,421.23,BKT5007,-0.2019443959,100.3180541992
2024-05-01,418.71,BKT5007,-0.2019443959,100.3180541992
2024-06-01,415.63,BKT5007,-0.2019443959,100.3180541992
2024-07-01,418.67,BKT5007,-0.2019443959,100.3180541992
2024-08-01,421.13,BKT5007,-0.2019443959,100.3180541992
2024-09-01,420.09,BKT5007,-0.2019443959,100.3180541992
2024-10-01,420.52,BKT5007,-0.2019443959,100.3180541992
2024-11-01,420.31,BKT5007,-0.2019443959,100.3180541992
2024-12-01,420.9,BKT5007,-0.2019443959,100.3180541992
