time,co2,site,lat,lon
2007-03-01,389.52,YON2028,24.4667,123.0106
2007-04-01,389.84,YON2028,24.4667,123.0106
2007-05-01,389.11,YON2028,24.4667,123.0106
2007-06-01,387.01,YON2028,24.4667,123.0106
2007-07-01,384.87,YON2028,24.4667,123.0106
2007-08-01,382.98,YON2028,24.4667,123.0106
2007-09-01,381.32,YON2028,24.4667,123.0106
2007-10-01,384.16,YON2028,24.4667,123.0106
2007-11-01,385.97,YON2028,24.4667,123.0106
2007-12-01,388.65,YON2028,24.4667,123.0106
2008-01-01,389.72,YON2028,24.4667,123.0106
2008-02-01,390.74,YON2028,24.4667,123.0106
2008-03-01,391.31,YON2028,24.4667,123.0106
2008-04-01,392.49,YON2028,24.4667,123.0106
2008-05-01,390.92,YON2028,24.4667,123.0106
2008-06-01,387.72,YON2028,24.4667,123.0106
2008-07-01,386.15,YON2028,24.4667,123.0106
2008-08-01,384.75,YON2028,24.4667,123.0106
2008-09-01,383.01,YON2028,24.4667,123.0106
2008-10-01,385.5,YON2028,24.4667,123.0106
2008-11-01,387.63,YON2028,24.4667,123.0106
2008-12-01,388.65,YON2028,24.4667,123.0106
2009-01-01,390.57,YON2028,24.4667,123.0106
2009-02-01,391.49,YON2028,24.4667,123.0106
2009-03-01,392.38,YON2028,24.4667,123.0106
2009-04-01,393.42,YON2028,24.4667,123.0106
2009-05-01,391.21,YON2028,24.4667,123.0106
2009-06-01,388.45,YON2028,24.4667,123.0106
2009-07-01,387.72,YON2028,24.4667,123.0106
2009-08-01,385.98,YON2028,24.4667,123.0106
2009-09-01,383.45,YON2028,24.4667,123.0106
2009-10-01,387.18,YON2028,24.4667,123.0106
2009-11-01,390.0,YON2028,24.4667,123.0106
2009-12-01,393.34,YON2028,24.4667,123.0106
2010-01-01,394.04,YON2028,24.4667,123.0106
2010-02-01,394.37,YON2028,24.4667,123.0106
2010-03-01,394.92,YON2028,24.4667,123.0106
2010-04-01,396.61,YON2028,24.4667,123.0106
2010-05-01,395.34,YON2028,24.4667,123.0106
2010-06-01,393.24,YON2028,24.4667,123.0106
2010-07-01,390.75,YON2028,24.4667,123.0106
